MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	ZIV_synapse	ZIV_full	BIESMANN_2014	FILIOU	CHANG.2015	DAHLHAUS.2011	DISTLER_2014	KOHANSAL.NODEHI_2016	HEO_2018	ALFIERI_2017	GONZALEZ_LOZANO_2016	LIU_2014
170835	Inpp5j	27124	INPP5J	0	0	0	1	0	0	0	1	0	0	0	0
18669	Abcb1b	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0
15194	Htt	3064	HTT	1	1	0	1	1	0	1	1	1	0	1	0
74340	Ahcyl2	23382	AHCYL2	0	0	0	0	1	0	1	1	1	0	1	1
20382	Srsf2	6427	SRSF2	0	1	0	1	0	0	1	0	0	0	0	1
74103	Nebl	10529	NEBL	0	0	0	1	1	0	1	1	1	0	1	0
217342	Ube2o	63893	UBE2O	0	1	0	1	1	0	1	1	1	0	1	1
67863	Slc25a11	8402	SLC25A11	0	1	0	1	1	1	1	1	1	0	1	1
14645	Glul	2752	GLUL	0	0	0	1	1	1	1	1	1	0	1	1
57294	Rps27	6232	RPS27	0	0	0	0	1	0	0	1	0	0	0	0
60595	Actn4	81	ACTN4	1	1	0	1	1	1	1	1	1	1	1	1
20740	Sptan1	6709	SPTAN1	0	1	0	1	1	0	1	1	1	1	1	1
12857	Cox4i1	1327	COX4I1	0	0	0	1	1	1	1	1	1	0	1	1
20463	Cox7a2l	9167	COX7A2L	0	0	0	0	1	0	1	1	0	0	0	0
330914	Arhgap32	9743	ARHGAP32	0	1	0	1	1	0	1	1	1	1	1	1
14682	Gnaq	2776	GNAQ	0	1	0	1	1	1	1	1	1	0	1	1
104718	Ttc7b	145567	TTC7B	0	0	0	1	0	0	0	1	1	0	0	0
27984	Efhd2	79180	EFHD2	0	1	0	1	1	0	1	1	1	0	1	1
15571	Elavl3	1995	ELAVL3	0	1	0	0	1	0	0	0	0	0	0	0
19085	Prkar1b	5575	PRKAR1B	0	0	0	1	0	0	1	1	1	0	1	0
76303	Osbp	5007	OSBP	0	1	0	1	1	0	1	1	1	0	0	0
13424	Dync1h1	1778	DYNC1H1	0	1	0	1	1	1	1	1	1	0	1	1
212647	Aldh4a1	8659	ALDH4A1	0	1	0	0	1	0	1	0	1	0	1	0
227753	Gsn	2934	GSN	0	1	0	1	1	0	1	1	1	0	0	1
57754	Cend1	51286	CEND1	0	1	0	1	1	1	1	1	1	0	1	1
80904	Dtx3	196403	DTX3	0	0	0	0	1	0	0	0	0	0	0	0
117146	Ube3b	89910	UBE3B	0	0	0	1	0	0	1	1	0	0	0	0
105148	Iars	3376	IARS	0	1	0	1	0	0	1	1	1	0	0	1
11767	Ap1m1	8907	AP1M1	0	1	0	0	1	0	1	1	1	0	1	0
243499	Lrrtm4	80059	LRRTM4	0	0	0	1	0	1	1	1	0	0	1	0
110351	Rap1gap	5909	RAP1GAP	0	0	0	1	1	0	1	1	1	0	0	0
97387	Strn4	29888	STRN4	0	1	0	0	0	0	1	1	1	0	1	1
17532	Mras	22808	MRAS	0	1	0	1	0	0	1	1	1	0	1	0
192662	Arhgdia	396	ARHGDIA	0	1	0	1	1	1	1	1	1	0	1	1
54195	Gucy1b3	2983	GUCY1B3	0	0	0	1	1	0	1	1	1	1	1	0
70350	Basp1	10409	BASP1	0	1	0	1	1	1	1	0	1	0	1	1
57320	Park7	11315	PARK7	0	1	0	0	1	0	1	1	1	0	1	1
67781	Ilf2	3608	ILF2	0	1	0	0	0	0	1	0	0	0	0	0
69748	Aldh16a1	126133	ALDH16A1	0	1	0	0	0	0	0	0	0	0	0	0
70025	Acot7	11332	ACOT7	0	1	0	1	1	1	1	1	1	0	1	1
270151	Nlrx1	79671	NLRX1	0	1	0	1	0	0	1	1	0	0	0	0
76425	Gid8	54994	GID8	0	0	0	1	0	0	0	1	0	0	0	0
217737	Ahsa1	10598	AHSA1	0	0	0	1	1	0	1	1	1	0	1	1
22225	Usp5	8078	USP5	0	1	0	1	1	0	1	1	1	0	1	1
56213	Htra1	5654	HTRA1	0	1	0	0	1	0	1	0	0	0	0	0
228550	Itpka	3706	ITPKA	0	0	0	1	1	0	1	1	1	0	1	1
16536	Kcnq2	3785	KCNQ2	0	0	0	1	0	0	1	1	1	0	1	0
53321	Cntnap1	8506	CNTNAP1	1	1	0	1	1	1	1	1	1	0	1	1
210146	Irgq	126298	IRGQ	0	0	0	1	1	0	0	1	0	0	0	0
104112	Acly	47	ACLY	0	1	0	1	1	0	1	1	1	0	1	1
234729	Vac14	55697	VAC14	0	1	0	1	1	0	1	1	1	0	1	1
226751	Cdc42bpa	8476	CDC42BPA	0	1	0	1	0	0	1	1	1	0	0	0
223722	Mcat	27349	MCAT	0	0	0	1	0	0	1	1	1	0	0	0
110611	Hdlbp	3069	HDLBP	0	1	0	1	1	0	1	1	1	0	1	1
11757	Prdx3	10935	PRDX3	0	1	0	1	1	0	1	1	1	0	1	1
18102	Nme1	4830	NME1	0	0	0	1	1	0	1	1	1	0	1	1
216134	Pdxk	8566	PDXK	0	1	0	1	1	0	1	1	1	0	1	1
21873	Tjp2	9414	TJP2	0	1	0	1	1	0	1	1	0	0	1	0
628438	Hspe1-rs1	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0
229317	Eif2a	83939	EIF2A	0	0	0	1	1	0	0	0	0	0	0	0
67972	Atp2b1	490	ATP2B1	0	1	0	1	1	1	0	1	1	0	0	0
94253	Hecw1	23072	HECW1	0	0	0	1	0	0	1	1	0	1	0	0
76742	Snx27	81609	SNX27	0	1	0	1	1	0	1	1	1	0	1	1
69908	Rab3b	5865	RAB3B	0	0	1	1	1	0	1	1	1	0	1	1
28088	Rtcb	51493	RTCB	1	1	0	1	1	0	1	1	1	0	1	0
23792	Adam23	8745	ADAM23	0	0	0	0	1	1	1	1	1	0	1	0
210044	Adcy2	108	ADCY2	0	0	0	1	0	0	1	1	1	0	1	0
320981	Enpp6	133121	ENPP6	0	0	0	0	1	0	1	1	0	1	0	0
21838	Thy1	7070	THY1	0	1	0	1	1	1	1	1	1	1	1	1
11429	Aco2	50	ACO2	0	1	0	1	1	1	1	1	1	0	1	1
78808	Stxbp5	134957	STXBP5	1	1	1	1	1	1	1	1	1	0	1	1
13007	Csrp1	1465	CSRP1	0	1	0	1	1	0	1	1	1	0	1	1
83767	Wasf1	8936	WASF1	0	1	0	1	1	1	1	1	1	1	1	1
99512	Wdr47	22911	WDR47	0	1	0	1	1	0	1	1	1	0	1	1
54709	Eif3i	8668	EIF3I	0	1	0	1	0	0	1	1	0	0	0	1
22288	Utrn	7402	UTRN	0	1	0	1	1	0	0	0	0	0	0	0
19354	Rac2	5880	RAC2	0	1	0	0	0	0	1	0	0	0	0	0
224997	Dlgap1	9229	DLGAP1	0	0	0	1	1	1	1	1	1	0	1	1
66691	Gapvd1	26130	GAPVD1	0	1	0	1	1	0	0	1	1	0	0	1
66679	Rae1	8480	RAE1	0	0	0	0	1	0	0	0	0	0	0	0
26557	Homer2	9455	HOMER2	0	0	0	1	0	1	1	1	1	1	1	0
27643	Ubl4	8266	UBL4A	0	0	0	0	1	0	1	1	0	0	0	0
110954	Rpl10	6134	RPL10	0	1	0	1	0	0	1	0	1	0	1	0
18718	Pip4k2a	5305	PIP4K2A	0	0	0	1	1	0	0	1	0	0	0	0
227446	2310035C23Rik	57614	KIAA1468	0	1	0	1	1	0	1	1	1	0	1	1
14800	Gria2	2891	GRIA2	1	1	0	1	0	1	1	1	1	0	1	1
12527	Cd9	928	CD9	0	1	0	0	1	0	1	1	0	0	0	0
76614	Immt	10989	IMMT	0	1	0	1	1	1	1	1	1	0	1	1
19353	Rac1	5879	RAC1	0	1	0	0	1	0	1	1	1	0	1	1
227700	Sh3glb2	56904	SH3GLB2	0	0	0	0	1	1	1	1	1	0	1	1
68292	Stt3b	201595	STT3B	0	1	0	1	0	0	1	1	0	0	1	0
68038	Chid1	66005	CHID1	0	1	0	1	1	0	1	1	1	0	0	0
330319	Wipf3	644150	WIPF3	0	0	0	1	0	0	0	1	1	0	0	1
78309	Cul9	23113	CUL9	0	1	0	0	0	0	1	1	0	0	0	1
67184	Ndufa13	51079	NDUFA13	0	0	0	1	1	0	1	1	1	0	1	1
12323	Camk2b	816	CAMK2B	1	1	1	1	1	1	1	1	1	0	1	1
21681	Alyref	10189	ALYREF	0	1	0	0	0	0	1	1	0	0	0	0
54418	Fmn2	56776	FMN2	0	0	0	1	1	0	1	1	1	0	0	0
18951	05-Sep	5413	05-Sep	1	1	0	1	1	1	1	1	1	0	1	1
353211	Prune2	158471	PRUNE2	0	0	0	1	0	0	1	1	1	0	0	0
232906	Arhgap35	2909	ARHGAP35	0	1	0	1	0	0	1	1	1	0	1	0
67903	Gipc1	10755	GIPC1	0	1	0	1	0	0	0	1	0	0	1	0
12929	Crkl	1399	CRKL	0	1	0	1	1	0	1	1	0	0	0	0
243621	Iqsec3	440073	IQSEC3	0	0	0	1	0	0	1	1	1	1	1	1
15526	Hspa9	3313	HSPA9	0	1	0	1	1	1	1	1	1	0	1	1
56812	Dnajb2	3300	DNAJB2	0	0	0	0	1	0	1	1	0	0	0	0
231876	Lmtk2	22853	LMTK2	0	0	0	1	0	0	1	1	0	0	1	0
19346	Rab6a	5870	RAB6A	0	1	0	1	1	1	1	1	0	0	1	1
72199	Mms19	64210	MMS19	0	1	0	0	1	0	1	1	0	0	0	0
67530	Uqcrb	7381	UQCRB	0	0	0	1	1	1	1	1	1	0	1	0
216131	Trappc10	7109	TRAPPC10	0	0	0	0	1	0	0	1	1	0	1	0
211232	Cpne9	151835	CPNE9	0	0	0	1	0	0	1	1	0	0	0	0
67871	Mrrf	92399	MRRF	0	0	0	1	0	0	1	1	1	0	0	0
19084	Prkar1a	5573	PRKAR1A	0	1	0	1	1	0	1	1	1	0	1	0
11308	Abi1	10006	ABI1	1	1	0	0	1	1	1	1	1	0	1	1
60441	Mrpl38	64978	MRPL38	0	1	0	1	0	0	1	1	0	0	0	0
234577	Cpne2	221184	CPNE2	0	0	0	0	1	0	1	1	0	0	1	0
110911	Cds2	8760	CDS2	0	1	0	1	0	0	1	1	1	0	1	1
225362	Reep2	51308	REEP2	0	0	0	1	0	0	1	1	1	0	1	0
66656	Eef1d	1936	EEF1D	0	1	0	1	1	0	1	1	1	0	0	1
21917	Tmpo	7112	TMPO	0	1	0	0	0	0	1	0	0	0	0	0
21987	Tpd52l1	7164	TPD52L1	0	0	0	1	1	0	0	1	0	0	0	0
69219	Ddah1	23576	DDAH1	0	1	0	1	1	0	1	1	1	0	1	1
76820	Fam49a	81553	FAM49A	0	1	0	1	1	0	1	1	1	0	0	1
170930	Sumo2	6613	SUMO2	0	1	0	0	1	0	0	1	0	0	0	0
76510	Trappc9	83696	TRAPPC9	0	1	0	0	1	0	1	1	1	0	1	0
52502	Carhsp1	23589	CARHSP1	0	0	0	0	1	0	0	1	0	0	0	0
67160	Eef1g	1937	EEF1G	0	1	0	0	1	0	1	1	1	0	1	1
53378	Sdcbp	6386	SDCBP	0	1	0	0	1	0	1	1	1	0	0	0
68263	Pdhb	5162	PDHB	0	1	0	1	1	1	1	1	1	0	1	1
20649	Sntb1	6641	SNTB1	1	1	0	0	1	0	0	1	0	0	0	0
68262	Agpat4	56895	AGPAT4	0	0	0	1	0	0	1	1	1	0	1	0
11736	Ankfy1	51479	ANKFY1	0	1	0	0	1	1	0	1	0	0	0	0
13665	Eif2s1	1965	EIF2S1	0	1	0	1	1	0	1	1	0	0	0	0
215999	Mcu	90550	MCU	0	1	0	1	0	0	1	1	1	0	1	1
14394	Gabra1	2554	GABRA1	0	0	0	0	0	1	1	1	1	0	1	1
12034	Phb2	11331	PHB2	0	1	0	1	1	1	1	1	1	0	1	1
66251	Arfgap3	26286	ARFGAP3	0	0	0	1	0	0	1	1	0	1	0	0
239606	Slc2a13	114134	SLC2A13	0	1	0	1	0	1	1	1	0	0	1	1
20907	Stx1a	6804	STX1A	0	0	1	1	1	1	1	1	1	0	1	1
103573	Xpo1	7514	XPO1	0	1	0	1	1	0	1	1	1	0	1	1
15239	Hgs	9146	HGS	0	1	0	1	1	0	1	1	1	0	1	1
17762	Mapt	4137	MAPT	0	1	0	1	1	0	1	1	1	0	1	1
270190	Ephb1	2047	EPHB1	0	0	0	1	0	0	1	0	0	0	0	0
27176	Rpl7a	6130	RPL7A	0	0	0	0	1	0	1	1	1	0	1	0
14086	Fscn1	6624	FSCN1	0	0	0	1	1	1	1	1	1	0	1	1
319468	Ppm1h	57460	PPM1H	0	0	1	0	1	0	1	1	1	0	1	1
233870	Tufm	7284	TUFM	0	1	0	1	1	1	1	1	1	0	1	1
270058	Map1s	55201	MAP1S	0	1	0	0	1	0	1	1	1	1	1	0
56531	Ylpm1	56252	YLPM1	0	1	0	0	0	0	0	0	0	0	0	0
83814	Nedd4l	23327	NEDD4L	1	1	0	1	0	0	1	1	1	0	1	0
26926	Aifm1	9131	AIFM1	0	1	0	1	1	0	1	1	1	0	1	1
72927	Hepacam	220296	HEPACAM	0	0	0	1	1	0	1	1	1	0	1	0
231807	BC037034	55262	C7orf43	0	0	0	0	1	0	0	1	0	0	0	0
83674	Cnnm1	26507	CNNM1	0	0	0	1	0	0	1	1	0	0	1	1
50926	Hnrnpdl	9987	HNRNPDL	0	1	0	0	0	0	1	0	0	0	0	0
19267	Ptpre	5791	PTPRE	0	0	0	1	0	0	1	1	0	0	0	0
664883	Nova1	4857	NOVA1	0	0	0	0	1	0	1	0	0	0	0	0
320127	Dgki	9162	DGKI	0	0	0	1	0	0	0	1	1	0	0	0
269951	Idh2	3418	IDH2	0	1	0	1	1	0	1	1	1	0	1	1
56077	Dgke	8526	DGKE	0	0	0	0	1	0	1	0	1	0	0	0
54216	Pcdh7	5099	PCDH7	0	0	0	1	0	0	0	1	0	0	0	0
18597	Pdha1	5160	PDHA1	0	1	0	1	1	1	1	1	1	0	1	1
94218	Cnnm3	26505	CNNM3	0	0	0	1	0	0	1	0	0	0	0	0
20102	Rps4x	6191	RPS4X	0	1	0	1	0	1	1	1	1	0	1	1
14670	Gnl1	2794	GNL1	0	1	0	0	1	0	1	1	1	0	1	0
216963	Git1	28964	GIT1	0	1	0	1	1	0	1	1	1	1	1	1
18536	Pcm1	5108	PCM1	0	1	0	1	0	0	1	0	0	0	0	1
53313	Atp2a3	489	ATP2A3	0	0	0	1	0	0	1	1	0	0	0	0
17880	Myh11	4629	MYH11	0	0	0	1	0	0	1	1	0	0	0	1
76707	Clasp1	23332	CLASP1	0	1	0	1	1	0	1	1	1	0	0	1
243725	Ppp1r9a	55607	PPP1R9A	1	1	0	1	1	0	0	1	1	1	0	0
545389	Cep170	9859	CEP170	0	1	0	1	1	0	1	0	1	0	1	1
105689	Mycbp2	23077	MYCBP2	0	1	0	1	0	1	1	1	0	0	0	1
217337	Srp68	6730	SRP68	0	1	0	1	0	0	0	1	0	0	0	0
13480	Dpm1	8813	DPM1	0	0	0	1	0	0	0	1	0	0	0	0
73723	Sh3bgrl3	83442	SH3BGRL3	0	0	0	1	0	0	0	1	1	0	1	0
224617	Tbc1d24	57465	TBC1D24	0	1	0	0	0	0	1	1	1	0	1	0
22143	Tuba1b	10376	TUBA1B	0	1	0	1	1	0	0	1	1	0	0	1
14167	Fgf12	2257	FGF12	0	0	0	1	1	0	1	1	0	0	0	0
72993	Appl1	26060	APPL1	0	1	0	1	1	0	1	1	1	0	0	1
15444	Hpca	3208	HPCA	0	0	0	1	0	0	1	1	1	0	1	1
14555	Gpd1	2819	GPD1	0	1	0	1	0	0	1	1	1	0	1	1
67412	Soga3	387104	SOGA3	0	0	0	1	1	1	1	1	1	0	1	1
11938	Atp2a2	488	ATP2A2	0	1	0	1	1	1	1	1	1	0	1	1
68328	Rab13	5872	RAB13	0	1	0	0	0	0	1	1	0	0	0	0
20648	Snta1	6640	SNTA1	0	0	0	1	1	0	1	1	0	0	0	0
13405	Dmd	1756	DMD	0	1	0	1	0	1	1	1	0	0	1	1
69077	Psmd11	5717	PSMD11	0	1	0	1	1	0	1	1	1	0	1	1
78920	Dlst	1743	DLST	0	1	0	1	1	0	1	1	1	0	1	1
170719	Oxr1	55074	OXR1	0	0	1	1	1	1	1	1	1	0	1	1
56384	Letm1	3954	LETM1	0	1	0	1	0	0	1	1	1	0	1	1
94040	Clmn	79789	CLMN	0	0	0	1	0	0	1	1	1	1	0	0
14733	Gpc1	2817	GPC1	0	1	0	1	0	0	1	1	1	0	1	0
27376	Slc25a10	1468	SLC25A10	0	1	0	0	0	0	1	1	1	0	1	0
52858	Cdipt	10423	CDIPT	0	0	0	1	0	1	1	1	0	0	0	0
14704	Gng3	2785	GNG3	0	0	1	1	1	1	1	1	1	0	1	0
56323	Dnajb5	25822	DNAJB5	0	0	0	1	0	0	1	0	0	1	0	0
67211	Armc10	83787	ARMC10	0	1	0	0	0	0	1	1	1	0	1	0
70456	Mpc2	25874	MPC2	0	0	0	0	1	0	1	1	1	0	1	0
103080	10-Sep	151011	10-Sep	0	0	0	1	0	0	1	0	0	0	0	0
225887	Ndufs8	4728	NDUFS8	0	0	0	0	1	1	1	1	1	0	1	0
56041	Uso1	8615	USO1	0	1	0	1	1	0	1	1	1	0	0	1
68267	Slc25a22	79751	SLC25A22	0	0	0	1	1	1	1	1	1	0	1	1
16438	Itpr1	3708	ITPR1	0	1	0	1	0	1	1	1	1	0	1	1
17904	Myl6	4637	MYL6	0	0	0	0	1	1	1	0	1	0	1	1
18826	Lcp1	3936	LCP1	0	1	0	1	0	0	1	1	1	0	0	0
53761	Prrc2a	7916	PRRC2A	0	0	0	1	0	0	1	1	0	0	0	0
11932	Atp1b2	482	ATP1B2	0	1	0	1	1	1	1	1	1	0	1	1
110651	Rps6ka3	6197	RPS6KA3	0	1	0	1	0	0	0	1	0	0	0	1
70435	Inf2	64423	INF2	0	0	0	1	1	0	0	0	0	0	0	0
22187	Ubb	7314	UBB	0	0	0	0	0	1	0	0	0	0	0	1
68971	Tamm41	132001	TAMM41	0	1	0	0	0	0	1	1	1	0	0	0
117150	Pip4k2c	79837	PIP4K2C	0	0	0	1	1	0	0	1	1	0	1	0
17257	Mecp2	4204	MECP2	0	1	0	1	0	0	1	0	0	0	0	0
213056	Fam126b	285172	FAM126B	0	0	0	1	1	0	1	1	1	0	1	0
320528	Vps13c	54832	VPS13C	0	1	0	1	0	0	1	1	1	0	0	0
66734	Map1lc3a	84557	MAP1LC3A	0	0	0	0	1	1	1	1	1	0	1	0
237868	Sarm1	23098	SARM1	0	1	0	1	0	0	1	1	0	0	1	0
100710	Pds5b	23047	PDS5B	0	1	0	0	0	0	1	0	0	0	0	0
20655	Sod1	6647	SOD1	0	0	0	1	1	0	1	1	1	0	1	1
12349	Car2	760	CA2	0	1	0	1	1	0	1	1	1	0	1	1
212139	Cc2d1a	54862	CC2D1A	0	0	0	1	1	0	1	1	0	0	1	0
12421	Rb1cc1	9821	RB1CC1	0	0	0	1	0	0	1	1	1	0	0	1
13427	Dync1i2	1781	DYNC1I2	0	1	0	1	1	0	1	1	1	0	1	1
235661	Dync1li1	51143	DYNC1LI1	0	1	0	1	1	0	1	1	1	0	1	1
18148	Npm1	4869	NPM1	0	1	0	0	0	0	1	0	0	0	0	1
11465	Actg1	71	ACTG1	0	0	0	0	1	0	1	1	0	0	1	0
320554	Tcp11l1	55346	TCP11L1	0	1	0	1	1	0	0	1	0	0	0	0
17184	Matr3	9782	MATR3	0	1	0	1	1	0	1	1	0	0	0	1
20334	Sec23a	10484	SEC23A	0	1	0	1	1	0	1	1	1	0	1	1
16520	Kcnj4	3761	KCNJ4	0	0	0	1	0	0	1	0	0	1	1	0
56348	Hsd17b12	51144	HSD17B12	0	1	0	0	1	0	1	1	1	0	1	0
16593	Klc1	3831	KLC1	0	1	0	1	1	0	1	1	1	0	1	1
228136	Zdhhc5	25921	ZDHHC5	0	0	0	1	0	0	1	1	1	0	0	0
66075	Chchd3	54927	CHCHD3	0	1	0	1	1	0	1	1	1	0	1	1
13858	Eps15	2060	EPS15	0	1	0	1	0	0	1	1	1	0	0	1
17449	Mdh1	4190	MDH1	0	1	0	1	1	1	1	1	1	0	1	1
140740	Sec63	11231	SEC63	0	0	0	1	0	0	1	1	1	0	0	0
30926	Glrx3	10539	GLRX3	0	1	0	1	0	0	1	1	1	0	1	1
230868	Igsf21	84966	IGSF21	0	0	0	1	1	1	1	1	0	1	1	0
14827	Pdia3	2923	PDIA3	0	1	0	1	1	1	1	1	1	0	1	1
27267	Cars	833	CARS	0	1	0	1	1	0	1	1	1	0	1	1
227937	Pkp4	8502	PKP4	0	0	0	1	0	0	1	1	1	1	1	1
13209	Ddx6	1656	DDX6	0	1	0	1	1	0	1	1	1	0	1	0
22154	Tubb5	203068	TUBB	0	1	0	1	1	0	1	1	0	0	1	1
106794	Dhx57	90957	DHX57	0	1	0	0	0	0	1	1	0	0	0	0
12631	Cfl1	1072	CFL1	0	1	0	1	1	1	1	1	1	0	1	1
54393	Gabbr1	2550	GABBR1	1	1	0	1	0	1	1	1	1	1	1	1
26398	Map2k4	6416	MAP2K4	0	1	0	0	1	0	1	1	1	0	0	1
207565	Camkk2	10645	CAMKK2	0	0	0	1	1	0	1	1	1	0	0	0
50720	Sacs	26278	SACS	0	1	0	1	0	0	1	1	0	0	0	0
16594	Klc2	64837	KLC2	0	0	0	0	1	0	1	1	1	0	1	1
67680	Sdhb	6390	SDHB	0	1	0	1	1	1	1	1	1	0	1	1
56505	Ruvbl1	8607	RUVBL1	0	1	0	0	1	0	1	1	1	0	0	0
50932	Mink1	50488	MINK1	0	1	0	1	1	0	1	1	1	0	1	1
12386	Ctnna2	1496	CTNNA2	1	1	1	1	1	1	1	1	1	1	1	1
73991	Atl1	51062	ATL1	0	1	0	1	1	1	1	1	1	0	1	1
16828	Ldha	3939	LDHA	0	1	0	1	1	1	1	1	1	0	1	1
26950	Vsnl1	7447	VSNL1	0	0	0	1	1	1	1	1	1	0	1	1
216558	Ugp2	7360	UGP2	0	1	0	1	1	0	1	1	1	0	1	1
67860	S100a16	140576	S100A16	0	1	0	1	0	0	0	1	0	0	0	0
238130	Dock4	9732	DOCK4	0	0	0	1	0	0	1	1	1	1	1	0
69683	Emc10	284361	EMC10	0	0	0	0	1	0	1	1	0	0	1	0
22343	Lin7c	55327	LIN7C	1	1	0	1	1	0	1	1	1	0	1	0
12140	Fabp7	2173	FABP7	0	1	0	1	1	0	1	1	0	0	1	0
232333	Slc6a1	6529	SLC6A1	0	1	0	1	1	1	1	1	1	0	1	1
233016	Blvrb	645	BLVRB	0	1	0	0	1	0	0	1	0	0	0	0
68135	Eif3h	8667	EIF3H	0	1	0	0	1	0	0	1	0	0	0	1
54198	Snx3	8724	SNX3	0	0	0	0	1	0	1	1	1	0	1	0
98732	Rab3gap2	25782	RAB3GAP2	1	1	0	1	1	0	1	1	1	0	1	1
18752	Prkcg	5582	PRKCG	0	1	0	1	1	1	1	1	1	0	1	1
241688	Dzank1	55184	DZANK1	0	0	0	1	0	0	1	0	0	0	0	0
108903	Tbcd	6904	TBCD	0	1	0	1	1	0	1	1	0	0	0	0
64933	Ap3m2	10947	AP3M2	0	1	0	1	1	0	1	1	1	0	1	0
18806	Pld2	5338	PLD2	0	1	0	0	0	0	1	0	0	0	0	0
228026	Pdk1	5163	PDK1	0	1	0	1	0	0	1	1	1	0	1	0
320191	Hook3	84376	HOOK3	0	1	0	1	0	0	1	1	0	0	0	1
235611	Plxnb1	5364	PLXNB1	0	1	0	1	0	0	1	1	1	0	1	0
109232	Sccpdh	51097	SCCPDH	0	1	0	1	1	0	1	1	1	0	1	0
76709	Arpc2	10109	ARPC2	0	1	1	1	1	1	1	1	1	1	1	1
11306	Abcb7	22	ABCB7	0	1	0	1	0	0	1	1	1	0	1	0
18578	Pde4b	5142	PDE4B	0	0	0	1	1	0	0	1	1	1	0	0
170759	Atp13a1	57130	ATP13A1	0	1	0	1	0	0	1	1	1	0	1	0
21960	Tnr	7143	TNR	1	1	0	1	1	0	1	1	1	1	1	1
83945	Dnaja3	9093	DNAJA3	0	0	0	1	1	0	1	1	1	0	1	0
22003	Tpm1	7168	TPM1	0	1	1	1	0	1	1	1	1	0	1	0
52589	Ncald	83988	NCALD	0	0	0	1	0	0	1	1	1	0	1	0
75406	Ndufs7	374291	NDUFS7	0	1	0	0	1	1	1	1	0	0	1	1
105653	Phyhip	9796	PHYHIP	0	1	0	1	1	1	1	1	1	0	1	1
215707	Ccdc92	80212	CCDC92	0	1	0	0	1	0	0	1	0	0	0	0
12260	C1qb	713	C1QB	0	1	0	0	0	0	0	0	0	0	0	1
277360	Prex1	57580	PREX1	0	1	0	1	0	0	1	1	0	0	0	0
94280	Sfxn3	81855	SFXN3	0	1	0	1	1	1	1	1	1	0	1	1
93747	Echs1	1892	ECHS1	0	1	0	1	1	0	1	1	1	0	1	1
11674	Aldoa	226	ALDOA	0	1	0	1	1	1	1	1	1	0	1	1
58996	Arhgap23	57636	ARHGAP23	0	0	0	0	1	0	1	1	0	1	1	0
56462	Mtch1	23787	MTCH1	0	1	0	0	1	0	1	1	1	0	1	0
68365	Rab14	51552	RAB14	0	1	0	1	1	1	1	1	1	0	1	1
11899	Astn1	460	ASTN1	0	1	0	1	0	1	1	0	1	0	1	0
320707	Atp2b3	492	ATP2B3	0	0	0	1	1	1	0	1	1	0	0	0
232910	Ap2s1	1175	AP2S1	0	0	1	1	0	1	1	1	1	0	1	1
78038	Mccc2	64087	MCCC2	0	1	0	0	1	0	1	1	1	0	1	0
11302	Aatk	9625	AATK	0	0	0	1	0	0	1	1	0	0	0	0
52850	Sgsm1	129049	SGSM1	0	0	0	1	0	0	0	1	0	0	0	0
70620	Ube2v2	7336	UBE2V2	0	0	0	0	1	0	1	1	1	0	1	0
14863	Gstm2	NA	NA	0	1	0	0	0	0	1	0	0	0	0	0
12286	Cacna1a	773	CACNA1A	0	0	0	1	0	1	1	1	1	1	1	0
243362	Stard13	90627	STARD13	0	0	0	0	0	1	0	0	0	0	0	0
67516	Kctd4	386618	KCTD4	0	0	0	1	0	0	1	1	0	0	0	0
232341	Wnk1	65125	WNK1	0	1	0	0	0	0	0	1	0	0	0	0
13830	Stom	2040	STOM	0	1	0	0	0	0	1	0	0	0	0	0
20916	Sucla2	8803	SUCLA2	0	1	0	1	1	1	1	1	1	0	1	1
50797	Copb2	9276	COPB2	0	1	0	1	1	0	1	1	0	0	0	1
69773	1810026J23Rik	90580	C19orf52	0	0	0	1	0	0	1	1	0	0	0	0
19328	Rab12	201475	RAB12	0	1	0	1	0	1	1	1	1	0	1	1
16971	Lrp1	4035	LRP1	0	1	0	1	1	1	1	1	1	0	1	1
18041	Nfs1	9054	NFS1	0	1	0	1	1	0	1	1	1	0	1	0
269180	Inpp4a	3631	INPP4A	0	1	0	0	1	0	1	1	1	0	1	0
17254	Slc3a2	6520	SLC3A2	0	1	0	1	1	1	1	1	1	0	1	1
20692	Sparc	6678	SPARC	0	1	0	1	0	0	0	1	0	0	0	0
245049	Myrip	25924	MYRIP	0	0	0	1	0	0	0	0	0	0	0	1
381677	Vgf	7425	VGF	0	0	0	1	1	0	0	1	0	0	0	0
11750	Anxa7	310	ANXA7	0	1	0	1	1	1	1	1	1	0	1	1
28185	Tomm70a	9868	TOMM70A	0	1	0	0	1	1	1	1	1	0	1	1
15511	Hspa1b	3304	HSPA1B	0	0	1	1	1	0	0	0	0	0	0	1
11472	Actn2	88	ACTN2	0	0	0	1	0	0	1	1	1	1	1	1
18799	Plcd1	5333	PLCD1	0	1	0	1	1	0	0	1	0	0	0	0
22318	Vamp2	6844	VAMP2	0	0	1	1	1	1	1	1	0	0	1	1
15166	Hcn2	610	HCN2	0	0	0	1	0	0	1	1	1	0	1	0
