P10644,KAP0,cAMP-dependent protein kinase type I-α regulatory subunit,36.5,8
Q96HN2,SAHH3,Putative adenylhomocysteinase 3,21.9,8
O14617,AP3D1,AP-3 complex subunit δ-1,16.5,8
O94905,ERLN2,Erlin-2,28.6,8
P40227,TCPZ,T-complex protein 1 subunit ζ,25.8,10
P99999,CYC,Cytochrome c,59.1,8
P62140,PP1B,Serine/threonine-protein phosphatase PP1-β catalytic subunit,26.6,9
P13804,ETFA,"Electron transfer flavoprotein subunit α, mitochondrial",44.4,7
Q14738,2A5D,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit δ isoform,24.6,8
P09211,GSTP1,Glutathione S-transferase P,59.5,8
P35580,MYH10,Myosin-10,18,15
P61158,ARP3,Actin-related protein 3,21.8,8
Q9H1Z4,WDR13,WD repeat-containing protein 13,25,9
P14868,SYDC,"Aspartate–tRNA ligase, cytoplasmic",38.1,7
Q9UPV7,K1045,Protein KIAA1045,39.5,10
P30519,HMOX2,Hæme oxygenase 2,33.5,8
Q9UPT6,JIP3,C-Jun-amino-terminal kinase-interacting protein 3,9.8,8
P30085,KCY,UMP-CMP kinase,55.6,9
Q99963,SH3G3,Endophilin-A3,40.1,8
P35998,PRS7,26S protease regulatory subunit 7,33,9
O75689,ADAP1,Arf-GAP with dual PH domain-containing protein 1,37.4,9
O00139,KIF2A,Kinesin-like protein KIF2A,23.2,8
O60716,CTND1,Catenin δ-1,21.4,8
Q99426,TBCB,Tubulin-folding cofactor B,40.2,10
P61160,ARP2,Actin-related protein 2,27.9,8
P15531,NDKA,Nucleoside diphosphate kinase A,64.5,8
Q04760,LGUL,Lactoylglutathione lyase,52.7,9
P46108,CRK,Adapter molecule crk,50,8
P69905,HBA,Hæmoglobin subunit α,71.1,14
Q8NBX0,SCPDL,Saccharopine dehydrogenase-like oxidoreductase,22.4,7
Q14168,MPP2,MAGUK p55 subfamily member 2,25.5,8
P49189,AL9A1,4-trimethylaminobutyraldehyde dehydrogenase,22.7,8
Q9Y3I0,RTCB,tRNA-splicing ligase RtcB homolog,32.7,7
O00231,PSD11,26S proteasome non-ATPase regulatory subunit 11,27,8
P11182,ODB2,Lipoamide acyltransferase component of branched-chain,,
"",,"α-keto acid dehydrogenase complex, mitochondrial",,
"",,,22.8,7
Q9Y6G9,DC1L1,Cytoplasmic dynein 1 light intermediate chain 1,24.7,9
Q9H4M9,EHD1,EH domain-containing protein 1,50,21
P27348,1433T,14-3-3 protein θ,48.6,14
Q14974,IMB1,Importin subunit β-1,18.2,8
P36543,VATE1,V-type proton ATPase subunit E 1,50,7
Q7L0J3,SV2A,Synaptic vesicle glycoprotein 2A,14.6,9
Q13404,UB2V1,Ubiquitin-conjugating enzyme E2 variant 1,60.5,7
P31689,DNJA1,DnaJ homolog subfamily A member 1,34,8
P04843,RPN1,Dolichyl-diphosphooligosaccharide–protein glycyltransferase subunit 1,23.7,8
P60981,DEST,Destrin,56.4,11
Q8N3V7,SYNPO,Synaptopodin,17.9,7
P31040,DHSA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",17,9
Q8WXG6,MADD,MAP kinase-activating death domain protein,12.5,7
Q8N3J6,CADM2,Cell adhesion molecule 2,35.6,12
O75436,VP26A,Vacuolar protein sorting-associated protein 26A,36.4,8
O95970,LGI1,Leucine-rich glioma-inactivated protein 1,21.5,7
Q9Y639,NPTN,Neuroplastin,29.9,11
P50502,F10A1,Hsc70-interacting protein,29.5,7
P78406,RAE1L,mRNA export factor,34.8,7
P43004,EAA2,Excitatory amino acid transporter 2,22,10
P36915,GNL1,Guanine nucleotide-binding protein-like 1,20.1,7
Q6PIU2,NCEH1,Neutral cholesterol ester hydrolase 1,24.3,7
Q13303,KCAB2,Voltage-gated K+ channel subunit β-2,33.5,8
Q9Y2Z0,SUGT1,Suppressor of G2 allele of SKP1 homolog,32.9,7
Q9H3Q1,BORG4,Cdc42 effector protein 4,22.8,7
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,64.4,11
P55327,TPD52,Tumor protein D52,32.6,7
P35080,PROF2,Profilin-2,36.4,9
Q7Z4W1,DCXR,L-xylulose reductase,26.6,7
P62826,RAN,GTP-binding nuclear protein Ran,29.2,9
Q9Y266,NUDC,Nuclear migration protein nudC,39.9,8
Q08722,CD47,Leukocyte surface antigen CD47,14.9,10
P51149,RAB7A,Ras-related protein Rab-7a,41.1,8
O43396,TXNL1,Thioredoxin-like protein 1,33.6,8
O00410,IPO5,Importin-5,12.5,8
P25685,DNJB1,DnaJ homolog subfamily B member 1,28.8,7
P61088,UBE2N,Ubiquitin-conjugating enzyme E2 N,48,7
P36507,MP2K2,Dual specificity mitogen-activated protein kinase kinase 2,43.3,19
Q00577,PURA,Transcriptional activator protein Pur-α,29.2,8
P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,31.8,10
O75489,NDUS3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",46.6,8
P02689,MYP2,Myelin P2 protein,71.2,8
P22694,KAPCB,cAMP-dependent protein kinase catalytic subunit β,24.2,8
Q9ULV4,COR1C,Coronin-1C,26,7
O14910,LIN7A,Protein lin-7 homolog A,46.8,9
Q9NZR1,TMOD2,Tropomodulin-2,37.9,7
P78417,GSTO1,Glutathione S-transferase omega-1,36.1,7
P46109,CRKL,Crk-like protein,37.3,7
P10768,ESTD,S-formylglutathione hydrolase,30.9,10
Q96F85,CNRP1,CB1 cannabinoid receptor-interacting protein 1,57.3,7
P68366,TBA4A,Tubulin α-4A chain,71.2,120
P54289,CA2D1,Voltage-dependent Ca2+ channel subunit α-2/δ-1,13,7
P21283,VATC1,V-type proton ATPase subunit C 1,32.7,8
P12268,IMDH2,Inosine-5'-monophosphate dehydrogenase 2,28.6,8
P05771,KPCB,Protein kinase C β type,23.1,10
Q14847,LASP1,LIM and SH3 domain protein 1,40.2,7
P12235,ADT1,ADP/ATP translocase 1,54.4,19
Q8NI08,NCOA7,Nuclear receptor coactivator 7,15.4,7
P07099,HYEP,Epoxide hydrolase 1,24.4,7
P27361,MK03,Mitogen-activated protein kinase 3,45.4,13
Q02156,KPCE,Protein kinase C ε type,18.1,7
Q9NT62,ATG3,Ubiquitin-like-conjugating enzyme ATG3,23.9,7
Q9Y6I3,EPN1,Epsin-1,23.4,7
Q9P0K1,ADA22,Disintegrin & metalloproteinase domain-containing protein 22,15.5,7
P47985,UCRI,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",38.7,8
Q9UKG1,DP13A,DCC-interacting protein 13-α,15.4,7
Q9Y6K8,KAD5,Adenylate kinase isoenzyme 5,31.5,7
Q9UI09,NDUAC,NADH dehydrogenase [ubiquinone] 1 α subcomplex subunit 12,55.2,8
Q14289,FAK2,Protein-tyrosine kinase 2-β,17.5,7
Q8N5S9,KKCC1,Ca2+/calmodulin-dependent protein kinase kinase 1,24.2,8
Q99733,NP1L4,Nucleosome assembly protein 1-like 4,24,6
O15294,OGT1,UDP-N-acetylglucosamine–peptide N-acetylglucosaminyl transferase 110 kDa subunit,13.7,6
P11413,G6PD,Glucose-6-phosphate 1-dehydrogenase,23.3,7
O00264,PGRC1,Membrane-associated progesterone receptor component 1,44.6,7
O43236,Sep-04,Septin-4,23.6,10
O15394,NCAM2,Neural cell adhesion molecule 2,15.3,7
Q92783,STAM1,Signal transducing adapter molecule 1,21.9,6
Q07866,KLC1,Kinesin light chain 1,25.7,12
P35232,PHB,Prohibitin,32,6
O95573,ACSL3,Long-chain-fatty-acid–CoA ligase 3,18.8,7
O43776,SYNC,"Asparagine–tRNA ligase, cytoplasmic",19.7,6
P19021,AMD,Peptidyl-glycine α-amidating monooxygenase,13,6
Q92561,PHYIP,Phytanoyl-CoA hydroxylase-interacting protein,35.2,14
Q99447,PCY2,Ethanolamine-phosphate cytidylyltransferase,28.5,6
Q9BXW6,BL1,Oxysterol-binding protein-related protein 1,11.9,7
P25788,PSA3,Proteasome subunit α type-3,32.2,6
Q9H425,CA198,Uncharacterized protein C1orf198,42.8,7
O94826,TOM70,Mitochondrial import receptor subunit TOM70,15.6,6
Q9P0J0,NDUAD,NADH dehydrogenase [ubiquinone] 1 α subcomplex subunit 13,55.6,6
Q02246,CNTN2,Contactin-2,14.4,6
P51649,SSDH,"Succinate-semialdehyde dehydrogenase, mitochondrial",18.9,6
P52907,CAZA1,F-actin-capping protein subunit α-1,41.3,7
Q14CZ8,HECAM,Hepatocyte cell adhesion molecule,29.3,7
Q9NP81,SYSM,"Serine–tRNA ligase, mitochondrial",26.6,6
O43295,SRGP2,SLIT-ROBO Ρ GTPase-activating protein 3,16.9,6
O76070,SYUG,γ-Synuclein,91.3,6
P62328,TYB4,Thymosin β-4,93.2,6
P52209,6PGD,"6-Phosphogluconate dehydrogenase, decarboxylating",27.5,6
P00492,HPRT,Hypoxanthine-guanine phosphoribosyltransferase,36.7,6
P29218,IMPA1,Inositol monophosphatase 1,28.2,6
P10606,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",44.2,8
P07437,TBB5,Tubulin β chain,75.2,132
P23528,COF1,Cofilin-1 63.9,,13
Q6YN16,HSDL2,Hydroxysteroid dehydrogenase-like protein 2 18.2,,6
Q6PUV4,CPLX2,Complexin-2 47.8,,6
P49748,ACADV,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial 18.5",,6
P35613,BASI,Basigin 25.7,,7
Q14141,Sep-06,Septin-6 35.7,,20
Q16143,SYUB,β-Synuclein 61.2,,11
Q9BWM7,SFXN3,Sideroflexin-3 42.2,,8
Q9UJU6,DBNL,Drebrin-like protein 31.6,,7
Q99523,SORT,Sortilin 12.4,,6
P43003,EAA1,Excitatory amino acid transporter 1 17.7,,7
P30042,ES1,"ES1 protein homolog, mitochondrial 37.7",,6
P16949,STMN1,Stathmin 34.2,,6
P14621,ACYP2,Acylphosphatase-2 65.7,,6
Q9H0Q0,FA49A,Protein FAM49A 27.9,,6
Q92743,HTRA1,Serine protease HTRA1 13.1,,6
Q8N126,CADM3,Cell adhesion molecule 3 21.1,,6
Q16643,DREB,Drebrin 16.5,,6
Q15257,PTPA,Serine/threonine-protein phosphatase 2A activator 26.8,,6
P36542,ATPG,"ATP synthase subunit γ, mitochondrial 27.2",,6
P19404,NDUV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial 38.6",,6
Q9UGV2,NDRG3,Protein NDRG3 22.4,,6
Q8N6T3,ARFG1,ADP-ribosylation factor GTPase-activating protein 1 14.8,,6
Q16623,STX1A,Syntaxin-1A 30.2,,6
P51452,DUS3,Dual specificity protein phosphatase 3 40,,6
P12532,KCRU,"Creatine kinase U-type, mitochondrial 28.3",,7
O14594,NCAN,Neurocan core protein 5.6,,9
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog 18.1,,6
Q9UN37,VPS4A,Vacuolar protein sorting-associated protein 4A 27.9,,8
Q08257,QOR,Quinone oxidoreductase 24.9,,6
P53779,MK10,Mitogen-activated protein kinase 10 18.3,,7
O75534,CSDE1,Cold shock domain-containing protein E1 18.3,,6
P05165,PCCA,"Propionyl-CoA carboxylase α chain, mitochondrial 24.5",,6
Q9H6U6,BCAS3,Breast carcinoma-amplified sequence 3 9.2,,6
Q07002,CDK18,Cyclin-dependent kinase 18 21.4,,7
Q04837,SSBP,"Single-stranded DNA-binding protein, mitochondrial 54.7",,7
Q8IW45,NNRD,ATP-dependent (S)-NAD(P)H-hydrate dehydratase 25.7,,6
P55060,XPO2,Exportin-2 12.1,,6
Q8NFX7,STXB6,Syntaxin-binding protein 6 47.6,,6
O95182,NDUA7,NADH dehydrogenase [ubiquinone] 1 α subcomplex subunit 7  58.4,,6
P62195,PRS8,26S protease regulatory subunit 8 28.8,,7
Q96GD0,PLPP,Pyridoxal phosphate phosphatase 27,,6
P61978,HNRPK,Heterogeneous nuclear ribonucleoprotein K 23.8,,7
Q15056,IF4H,Eukaryotic translation initiation factor 4H 47.2,,7
P25686,DNJB2,DnaJ homolog subfamily B member 2 35.2,,6
P22626,ROA2,Heterogeneous nuclear ribonucleoproteins A2/B1,41.6,7
Q13510,ASAH1,Acid ceramidase,23.5,6
Q9HCM2,PLXA4,Plexin-A4,10.1,9
O75122,CLAP2,CLIP-associating protein 2,16.5,8
P48643,TCPE,T-complex protein 1 subunit ε,21.6,7
P23468,PTPRD,Receptor-type tyrosine-protein phosphatase δ,6.7,8
P13861,KAP2,cAMP-dependent protein kinase type II-α regulatory subunit,32.2,10
Q8TDC3,BRSK1,Serine/threonine-protein kinase BRSK1,26.5,8
Q9H936,GHC1,Mitochondrial glutamate carrier 1,17.7,6
Q15904,VAS1,V-type proton ATPase subunit S1,18.1,6
P42765,THIM,"3-ketoacyl-CoA thiolase, mitochondrial",25.7,6
Q15773,MLF2,Myeloid leukemia factor 2,39.9,7
Q15365,PCBP1,Poly(rC)-binding protein 1,33.4,9
O43813,LANC1,LanC-like protein 1,17.8,6
Q9ULP0,NDRG4,Protein NDRG4,20.5,6
Q9Y3F4,STRAP,Serine-threonine kinase receptor-associated protein,21.7,6
Q9NR45,SIAS,Sialic acid synthase,24,6
Q16566,KCC4,Ca2+/calmodulin-dependent protein kinase type IV,25.4,6
Q5H9L2,TCAL5,Transcription elongation factor A protein-like 5,52.4,7
Q14894,CRYM,Thiomorpholine-carboxylate dehydrogenase,22,6
P20020,AT2B1,Plasma membrane Ca2+-transporting ATPase 1,19.1,15
Q06124,PTN11,Tyrosine-protein phosphatase non-receptor type 11,20.4,6
P55011,S12A2,Solute carrier family 12 member 2,13.5,6
Q15436,SC23A,Protein transport protein Sec23A,17.5,6
P51553,IDH3G,"Isocitrate dehydrogenase [NAD] subunit γ, mitochondrial",29.8,8
P43686,PRS6B,26S protease regulatory subunit 6B,21.3,6
P05067,A4,Amyloid β A4 protein,16.9,6
Q7KZF4,SND1,Staphylococcal nuclease domain-containing protein 1,13.5,6
P49591,SYSC,"Serine–tRNA ligase, cytoplasmic",23.4,5
P68400,CSK21,Casein kinase II subunit α,32,5
P49407,ARRB1,β-Arrestin-1,28,6
Q9Y4F5,K0284,Protein KIAA0284,16.1,6
Q6DN90,IQEC1,IQ motif and SEC7 domain-containing protein 1,15,7
Q9UI08,EVL,Ena/VASP-like protein,33.7,6
Q15435,PP1R7,Protein phosphatase 1 regulatory subunit 7,29.7,6
Q5T5P2,SKT,Sickle tail protein homolog,12.3,6
Q7L266,ASGL1,L-asparaginase,25.3,5
P13611,CSPG2,Versican core protein,5.1,9
Q9UJW0,DCTN4,Dynactin subunit 4,25.4,5
P36957,ODO2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",36.9,6
Q9Y570,PPME1,Protein phosphatase methylesterase 1,26.4,6
O00170,AIP,AH receptor-interacting protein,24.2,5
O75251,NDUS7,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",33.3,6
Q14344,GNA13,Guanine nucleotide-binding protein subunit α-13,22.3,7
Q92752,TENR,Tenascin-R,9.2,5
Q96CV9,OPTN,Optineurin,24.3,5
P29692,EF1D,Elongation factor 1-δ,29.5,5
O94967,WDR47,WD repeat-containing protein 47,22.2,6
Q5SQI0,ATAT,α-Tubulin N-acetyltransferase,34.4,5
Q8NCB2,CAMKV,CaM kinase-like vesicle-associated protein,19.8,8
O95299,NDUAA,"NADH dehydrogenase [ubiquinone] 1 α subcomplex subunit 10, mitochondrial",24.2,5
Q9UK22,FBX2,F-box only protein 2,25.7,5
O75874,IDHC,Isocitrate dehydrogenase [NADP] cytoplasmic,35.8,8
Q7Z6L0,PRRT2,Proline-rich transmembrane protein 2,20.9,6
Q16881,TRXR1,"Thioredoxin reductase 1, cytoplasmic",17.3,6
P30626,SORCN,Sorcin,25.8,5
P42224,STAT1,Signal transducer and activator of transcription 1-α/β,17.6,6
P31153,METK2,S-Adenosylmethionine synthase isoform type-2,25.1,5
P11766,ADHX,Alcohol dehydrogenase class-3,17.4,6
P22307,NLTP,Non-specific lipid-transfer protein,19.2,6
P42356,PI4KA,Phosphatidylinositol 4-kinase α,7.7,5
Q9GZQ8,MLP3B,Microtubule-associated proteins 1A/1B light chain 3B,37.6,5
Q9UMF0,ICAM5,Intercellular adhesion molecule 5,15.7,6
Q6ZVM7,TM1L2,TOM1-like protein 2,18.9,8
Q9H9H5,MA6D1,MAP6 domain-containing protein 1,50.3,5
Q13177,PAK2,Serine/threonine-protein kinase PAK 2,35.3,11
Q9UPT5,EXOC7,Exocyst complex component 7,14.4,5
P02792,FRIL,Ferritin light chain,38.9,5
Q8WXF7,ATLA1,Atlastin-1,13.4,5
Q3ZCQ8,TIM50,Mitochondrial import inner membrane translocase subunit TIM50,18.1,5
P48426,PI42A,Phosphatidylinositol-5-phosphate 4-kinase type-2 α,32.5,11
Q99961,SH3G1,Endophilin-A2,29.1,11
P55209,NP1L1,Nucleosome assembly protein 1-like 1,17.9,5
O75363,BCAS1,Breast carcinoma-amplified sequence 1,23,8
Q9Y243,AKT3,RAC-γ serine/threonine-protein kinase,24.2,5
Q9HB71,CYBP,Calcyclin-binding protein,48.3,5
P38117,ETFB,Electron transfer flavoprotein subunit β,36.1,6
O43242,PSMD3,26S proteasome non-ATPase regulatory subunit 3,18.4,5
Q7Z3B1,NEGR1,Neuronal growth regulator 1,27.7,5
Q13642,FHL1,Four and a half LIM domains protein 1,17.3,5
P60660,MYL6,Myosin light polypeptide 6,45.7,6
P55795,HNRH2,Heterogeneous nuclear ribonucleoprotein H2,16.9,5
P49841,GSK3B,Glycogen synthase kinase-3 β,22.6,5
P14415,AT1B2,Na+/K+-transporting ATPase subunit β-2,24.5,6
Q9UM22,EPDR1,Mammalian ependymin-related protein 1,25.9,7
P00915,CAH1,Carbonic anhydrase 1,26.4,5
O94919,ENDD1,Endonuclease domain-containing 1 protein,13.6,5
P47736,RPGP1,Rap1 GTPase-activating protein 1,18.4,7
Q14008,CKAP5,Cytoskeleton-associated protein 5,10.7,9
P15170,ERF3A,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,22,6
P28161,GSTM2,Glutathione S-transferase Μ 2,45,6
P00390,GSHR,"Glutathione reductase, mitochondrial",17.2,5
P62879,GBB2,Guanine nucleotide-binding protein Gi/Gs/Gt subunit β-2,32.9,17
P13489,RINI,Ribonuclease inhibitor,25.8,5
O60493,SNX3,Sorting nexin-3,34.6,6
Q14914,PTGR1,Prostaglandin reductase 1,21.3,5
Q99490,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",7.2,5
Q16775,GLO2,"Hydroxyacylglutathione hydrolase, mitochondrial",49.7,6
Q96F07,CYFP2,Cytoplasmic FMR1-interacting protein 2,14,5
P27448,MARK3,MAP/microtubule affinity-regulating kinase 3,20.1,5
P53677,AP3M2,AP-3 complex subunit μ-2,22.7,5
Q15276,RABE1,Rab GTPase-binding effector protein 1,15.8,5
P23515,OMGP,Oligodendrocyte-myelin glycoprotein,17.5,5
Q14247,SRC8,Src substrate cortactin,28.9,5
P13716,HEM2,Δ-aminolevulinic acid dehydratase,25.5,5
Q9UJ70,NAGK,N-acetyl-D-glucosamine kinase,23.3,6
P09382,LEG1,Galectin-1,34.8,6
P55010,IF5,Eukaryotic translation initiation factor 5,17.4,5
Q7L5N1,CSN6,COP9 signalosome complex subunit 6,22.9,5
Q5VWZ2,LYPL1,Lysophospholipase-like protein 1,29.1,5
Q16798,MAON,"NADP-dependent malic enzyme, mitochondrial",18.5,5
Q15111,PLCL1,Inactive phospholipase C-like protein 1,11.5,5
P60520,GBRL2,γ-Aminobutyric acid receptor-associated protein-like 2,45.3,5
Q9Y512,SAM50,Sorting and assembly machinery component 50 homolog,23.9,6
Q9NY65,TBA8,Tubulin α-8 chain,53,83
Q86YR5,GPSM1,G-protein-signaling modulator 1,23.6,5
P49006,MRP,MARCKS-related protein,72.3,6
Q4KMP7,TB10B,TBC1 domain family member 10B,16.6,6
Q9BXM9,FSD1L,FSD1-like protein,17.2,5
Q53H12,AGK,"Acylglycerol kinase, mitochondrial",23.2,5
P10915,HPLN1,Hyaluronan and proteoglycan link protein 1,25.4,6
Q13200,PSMD2,26S proteasome non-ATPase regulatory subunit 2,14.3,5
O00442,RTC1,RNA 3'-terminal phosphate cyclase,22.1,5
Q07954,LRP1,Prolow-density lipoprotein receptor-related protein 1,5.1,6
O43581,SYT7,Synaptotagmin-7,25.1,5
Q7Z2K8,GRIN1,G protein-regulated inducer of neurite outgrowth 1,19.3,6
P01111,RASN,GTPase NRas,43.4,5
O43488,ARK72,Aflatoxin B1 aldehyde reductase member 2,15.9,5
P23588,IF4B,Eukaryotic translation initiation factor 4B,25,5
P37837,TALDO,Transaldolase,20.8,6
Q9NRV9,HEBP1,Hæme-binding protein 1,27,5
Q5VWJ9,SNX30,Sorting nexin-30,18.1,5
Q8IXS8,F126B,Protein FAM126B,17.9,5
P17931,LEG3,Galectin-3,28.4,5
P12814,ACTN1,α-Actinin-1,23.9,10
Q8IZP0,ABI1,Abl interactor 1,18.1,7
Q15818,NPTX1,Neuronal pentraxin-1,20.8,5
P10114,RAP2A,Ras-related protein Rap-2a,32.8,5
Q9C0C9,UBE2O,Ubiquitin-conjugating enzyme E2 O,9.8,5
O43681,ASNA,ATPase ASNA1,31.9,5
O14773,TPP1,Tripeptidyl-peptidase 1,9.4,5
Q14982,OPCM,Opioid-binding protein/cell adhesion molecule,18.6,5
P51665,PSD7,26S proteasome non-ATPase regulatory subunit 7,22.5,5
Q15046,SYK,Lysine–tRNA ligase,9.9,5
Q53GQ0,DHB12,Estradiol 17-β-dehydrogenase 12,24.4,5
P34949,MPI,Mannose-6-phosphate isomerase,24.6,5
Q96CX2,KCD12,BTB/POZ domain-containing protein KCTD12,26.8,5
O75077,ADA23,Disintegrin and metalloproteinase domain-containing protein 23,10,7
Q10567,AP1B1,AP-1 complex subunit β-1,22,15
Q96HU8,DIRA2,GTP-binding protein Di-Ras2,38.7,5
Q5T5U3,RHG21,ρ GTPase-activating protein 21,8.9,5
P54727,RD23B,UV excision repair protein RAD23 homolog B,26.2,5
P21912,DHSB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",29.6,6
Q9UHY1,NRBP,Nuclear receptor-binding protein,16.1,5
Q9UI12,VATH,V-type proton ATPase subunit H,19.7,4
Q9BTV5,FSD1,Fibronectin type III and SPRY domain-containing protein 1,21.2,5
P60953,CDC42,Cell division control protein 42 homolog,26.2,6
Q9P0L0,VAPA,Vesicle-associated membrane protein-associated protein A,34.1,11
O43181,NDUS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",33.1,6
Q92558,WASF1,Wiskott-Aldrich syndrome protein family member 1,18.3,4
P62191,PRS4,26S protease regulatory subunit 4,35.5,6
Q9HB21,PKHA1,Pleckstrin homology domain-containing family A member 1,22.8,5
O14523,C2C2L,C2 domain-containing protein 2-like,21.7,4
P48506,GSH1,Glutamate–cysteine ligase catalytic subunit,14.1,4
Q6IBS0,TWF2,Twinfilin-2,34.1,4
Q15121,PEA15,Astrocytic phosphoprotein PEA-15,30.8,5
Q9NQE9,HINT3,Histidine triad nucleotide-binding protein 3,36.3,5
Q15102,PA1B3,Platelet-activating factor acetylhydrolase IB subunit γ,32.9,4
A0AVT1,UBA6,Ubiquitin-like modifier-activating enzyme 6,9.3,4
O75382,TRIM3,Tripartite motif-containing protein 3,22.2,6
Q9UQ03,COR2B,Coronin-2B,23.3,5
P07910,HNRPC,Heterogeneous nuclear ribonucleoproteins C1/C2,20.9,5
Q9BWD1,THIC,"Acetyl-CoA acetyltransferase, cytosolic",22.4,7
O75368,SH3L1,SH3 domain-binding glutamic acid-rich-like protein,52.6,5
O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,31,5
P51991,ROA3,Heterogeneous nuclear ribonucleoprotein A3,31.2,4
P00387,NB5R3,NADH-cytochrome b5 reductase 3,19.9,4
O60884,DNJA2,DnaJ homolog subfamily A member 2,22.3,4
Q86WG3,ATCAY,Caytaxin,26.4,4
P08758,ANXA5,Annexin A5,25.6,4
P07108,ACBP,Acyl-CoA-binding protein,92,4
Q8TBX8,PI42C,Phosphatidylinositol-5-phosphate 4-kinase type-2 γ,23,4
O94979,SC31A,Protein transport protein Sec31A,9.6,4
P25786,PSA1,Proteasome subunit α type-1,22.1,4
Q96SB3,NEB2,Neurabin-2,16.3,4
P27986,P85A,Phosphatidylinositol 3-kinase regulatory subunit α,11.1,4
Q17R89,RHG44,ρ GTPase-activating protein 44,7.9,4
P36969,GPX4,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial",38.1,4
P05129,KPCG,Protein kinase C γ type,21.1,6
Q9NZL9,MAT2B,Methionine adenosyltransferase 2 subunit β,18.6,4
Q16204,CCDC6,Coiled-coil domain-containing protein 6,19.4,4
Q8IV08,PLD3,Phospholipase D3,18.6,4
P84077,ARF1,ADP-ribosylation factor 1,42,5
Q9Y2J8,PADI2,Protein-arginine deiminase type-2,14.9,4
Q9BTW9,TBCD,Tubulin-specific chaperone D,8.7,4
Q9NVJ2,ARL8B,ADP-ribosylation factor-like protein 8B,26.9,5
Q96MZ0,GD1L1,Ganglioside-induced differentiation-associated protein 1-like 1,24,4
P22234,PUR6,Multifunctional protein ADE2,10.8,4
P08574,CY1,"Cytochrome c1, hæme protein, mitochondrial",13.5,4
P16157,ANK1,Ankyrin-1,10.8,12
P12931,SRC,Proto-oncogene tyrosine-protein kinase Src,19,8
P47755,CAZA2,F-actin-capping protein subunit α-2,34.3,5
Q8N145,LGI3,Leucine-rich repeat LGI family member 3,11.9,4
Q13363,CTBP1,C-terminal-binding protein 1,13,4
P13797,PLST,Plastin-3,16.8,4
Q9BW30,TPPP3,Tubulin polymerization-promoting protein family member 3,54,6
P46926,GNPI1,Glucosamine-6-phosphate isomerase 1,37,4
O14818,PSA7,Proteasome subunit α type-7,46,4
O00401,WASL,Neural Wiskott-Aldrich syndrome protein,17.8,4
Q5T1M5,FKB15,FK506-binding protein 15,8.5,4
P30040,ERP29,Endoplasmic reticulum resident protein 29,31.8,4
O95747,OXSR1,Serine/threonine-protein kinase R1,15.4,4
Q9BTE6,AASD1,Alanyl–tRNA editing protein Aarsd1,22.1,4
Q16653,MOG,Myelin-oligodendrocyte glycoprotein,17.4,6
P62913,RL11,60S ribosomal protein L11,32,4
P50897,PPT1,Palmitoyl-protein thioesterase 1,33.7,4
P50148,GNAQ,Guanine nucleotide-binding protein Gq subunit α,23.1,5
P21399,ACOC,Cytoplasmic aconitate hydratase,9.4,4
Q9UHV9,PFD2,Prefoldin subunit 2,48.1,4
Q9GZN7,ROGDI,Protein rogdi homolog,20.2,4
Q99784,NOE1,Noelin,11.1,4
Q6UXV4,APOOL,Apolipoprotein O-like,27.6,4
Q15942,ZYX,Zyxin,15.4,5
Q13057,COASY,Bifunctional coenzyme A synthase,10.3,4
P68402,PA1B2,Platelet-activating factor acetylhydrolase IB subunit β,30.1,4
P60900,PSA6,Proteasome subunit α type-6,17.9,4
P43487,RANG,Ran-specific GTPase-activating protein,36.8,4
P00403,COX2,Cytochrome c oxidase subunit 2,24.2,7
Q9UJC5,SH3L2,SH3 domain-binding glutamic acid-rich-like protein 2,47.7,4
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,18.6,4
Q99714,HCD2,3-hydroxyacyl-CoA dehydrogenase type-2,27.6,4
P82909,RT36,"28S ribosomal protein S36, mitochondrial",52.4,4
P62942,FKB1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,34.3,5
P35754,GLRX1,Glutaredoxin-1,31.1,4
O15079,SNPH,Syntaphilin,13,4
P20618,PSB1,Proteasome subunit β type-1,31.1,4
